"AccountId","CreditDebitIndicator","Status","BookingDateTime","TransactionInformation","Amount.Amount","Amount.Currency","ProprietaryBankTransactionCode.Code","Balance.CreditDebitIndicator","Balance.Type","Balance.Amount.Amount","Balance.Amount.Currency"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-06-01T00:00:00.000Z","other_debit","2867.53","GBP","TFR","Credit","Information","24992.49","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-06-06T00:00:00.000Z","other_credit","3862.08","GBP","TFR","Credit","Information","28854.57","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-06-07T00:00:00.000Z","other_debit","3026.63","GBP","TFR","Credit","Information","25827.94","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-06-07T00:00:00.000Z","old_age_pension","5480.48","GBP","TFR","Credit","Information","31308.42","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-06-13T00:00:00.000Z","household","2675.32","GBP","TFR","Credit","Information","28633.10","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-06-13T00:00:00.000Z","other_credit","1453.22","GBP","TFR","Credit","Information","30086.32","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-06-15T00:00:00.000Z","other_debit","467.88","GBP","TFR","Credit","Information","29618.44","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-06-15T00:00:00.000Z","other_debit","3983.56","GBP","TFR","Credit","Information","25634.88","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-06-26T00:00:00.000Z","other_debit","3670.66","GBP","TFR","Credit","Information","21964.22","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-07-01T00:00:00.000Z","other_debit","2175.96","GBP","TFR","Credit","Information","19788.26","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-07-01T00:00:00.000Z","other_debit","171.08","GBP","TFR","Credit","Information","19617.18","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-07-08T00:00:00.000Z","other_debit","3411.07","GBP","TFR","Credit","Information","16206.11","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-07-10T00:00:00.000Z","household","2721.60","GBP","TFR","Credit","Information","13484.51","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-07-13T00:00:00.000Z","household","5747.01","GBP","TFR","Credit","Information","7737.50","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-07-20T00:00:00.000Z","other_debit","3288.70","GBP","TFR","Credit","Information","4448.80","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-07-20T00:00:00.000Z","other_debit","1332.99","GBP","TFR","Credit","Information","3115.81","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-07-28T00:00:00.000Z","interest_credited","166.44","GBP","TFR","Credit","Information","3282.25","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-08-16T00:00:00.000Z","other_debit","876.45","GBP","TFR","Credit","Information","2405.80","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-09-01T00:00:00.000Z","other_credit","6194.67","GBP","TFR","Credit","Information","8600.47","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-09-01T00:00:00.000Z","other_debit","3892.80","GBP","TFR","Credit","Information","4707.67","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-09-05T00:00:00.000Z","other_credit","361.33","GBP","TFR","Credit","Information","5069.00","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-09-08T00:00:00.000Z","other_credit","9152.36","GBP","TFR","Credit","Information","14221.36","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-09-08T00:00:00.000Z","other_credit","33443.72","GBP","TFR","Credit","Information","47665.08","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-09-12T00:00:00.000Z","loan_payment","11281.51","GBP","TFR","Credit","Information","36383.57","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-09-13T00:00:00.000Z","other_debit","17279.48","GBP","TFR","Credit","Information","19104.09","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-09-14T00:00:00.000Z","other_debit","164.08","GBP","TFR","Credit","Information","18940.01","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-10-07T00:00:00.000Z","other_debit","2063.18","GBP","TFR","Credit","Information","16876.83","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-10-13T00:00:00.000Z","other_debit","878.75","GBP","TFR","Credit","Information","15998.08","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-10-31T00:00:00.000Z","interest_credited","176.40","GBP","TFR","Credit","Information","16174.48","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-10-31T00:00:00.000Z","payment_for_statement","18.32","GBP","TFR","Credit","Information","16156.16","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","5172.64","GBP","TFR","Credit","Information","10983.52","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","790.36","GBP","TFR","Credit","Information","10193.16","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-11-02T00:00:00.000Z","other_debit","3695.14","GBP","TFR","Credit","Information","6498.02","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-11-07T00:00:00.000Z","other_debit","1002.57","GBP","TFR","Credit","Information","5495.45","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-11-07T00:00:00.000Z","old_age_pension","5480.48","GBP","TFR","Credit","Information","10975.93","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-12-10T00:00:00.000Z","other_credit","15597.35","GBP","TFR","Credit","Information","26573.28","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Debit","Booked","2017-12-14T00:00:00.000Z","household","2541.91","GBP","TFR","Credit","Information","24031.37","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-12-21T00:00:00.000Z","other_credit","5753.98","GBP","TFR","Credit","Information","29785.35","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-12-30T00:00:00.000Z","interest_credited","92.18","GBP","TFR","Credit","Information","29877.53","GBP"
"0de6a077-3644-4dde-98b0-f86a4701f541","Credit","Booked","2017-12-30T00:00:00.000Z","interest_credited","119.11","GBP","TFR","Credit","Information","29996.64","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-01-01T00:00:00.000Z","other_debit","1914.02","GBP","TFR","Credit","Information","1920.60","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-01-08T00:00:00.000Z","household","1275.87","GBP","TFR","Credit","Information","644.73","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-02-28T00:00:00.000Z","payment_for_statement","16.36","GBP","TFR","Credit","Information","628.37","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-02-28T00:00:00.000Z","other_credit","6920.61","GBP","TFR","Credit","Information","7548.98","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-03-01T00:00:00.000Z","other_debit","2309.99","GBP","TFR","Credit","Information","5238.99","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-03-01T00:00:00.000Z","other_credit","22379.59","GBP","TFR","Credit","Information","27618.58","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-03-06T00:00:00.000Z","old_age_pension","4997.67","GBP","TFR","Credit","Information","32616.25","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-03-06T00:00:00.000Z","other_credit","3713.22","GBP","TFR","Credit","Information","36329.47","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-03-10T00:00:00.000Z","other_debit","851.68","GBP","TFR","Credit","Information","35477.79","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-03-13T00:00:00.000Z","other_credit","11603.28","GBP","TFR","Credit","Information","47081.07","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-03-13T00:00:00.000Z","other_debit","2335.73","GBP","TFR","Credit","Information","44745.34","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-03-14T00:00:00.000Z","other_debit","2646.76","GBP","TFR","Credit","Information","42098.58","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-03-26T00:00:00.000Z","other_debit","17294.44","GBP","TFR","Credit","Information","24804.14","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-04-01T00:00:00.000Z","other_debit","585.21","GBP","TFR","Credit","Information","24218.93","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-04-01T00:00:00.000Z","other_debit","1800.85","GBP","TFR","Credit","Information","22418.08","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-04-12T00:00:00.000Z","other_debit","305.04","GBP","TFR","Credit","Information","22113.04","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-04-14T00:00:00.000Z","household","5428.93","GBP","TFR","Credit","Information","16684.11","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-04-24T00:00:00.000Z","other_debit","2195.62","GBP","TFR","Credit","Information","14488.49","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-05-01T00:00:00.000Z","other_credit","8400.62","GBP","TFR","Credit","Information","22889.11","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-05-01T00:00:00.000Z","other_debit","3513.57","GBP","TFR","Credit","Information","19375.54","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-05-09T00:00:00.000Z","other_credit","15992.92","GBP","TFR","Credit","Information","35368.46","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-05-10T00:00:00.000Z","other_debit","1548.98","GBP","TFR","Credit","Information","33819.48","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-05-11T00:00:00.000Z","other_credit","3107.50","GBP","TFR","Credit","Information","36926.98","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-05-13T00:00:00.000Z","other_credit","15750.87","GBP","TFR","Credit","Information","52677.85","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-05-13T00:00:00.000Z","other_credit","9930.13","GBP","TFR","Credit","Information","62607.98","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-05-31T00:00:00.000Z","interest_credited","311.05","GBP","TFR","Credit","Information","62919.03","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-05-31T00:00:00.000Z","interest_credited","67.79","GBP","TFR","Credit","Information","62986.82","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-06-01T00:00:00.000Z","other_credit","6117.49","GBP","TFR","Credit","Information","69104.31","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-06-01T00:00:00.000Z","other_debit","730.83","GBP","TFR","Credit","Information","68373.48","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-06-17T00:00:00.000Z","other_debit","11107.03","GBP","TFR","Credit","Information","57266.45","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-06-20T00:00:00.000Z","other_debit","2699.87","GBP","TFR","Credit","Information","54566.58","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-07-01T00:00:00.000Z","other_debit","14025.92","GBP","TFR","Credit","Information","40540.66","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-07-01T00:00:00.000Z","other_debit","853.14","GBP","TFR","Credit","Information","39687.52","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-07-06T00:00:00.000Z","other_debit","35347.04","GBP","TFR","Credit","Information","4340.48","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-07-09T00:00:00.000Z","other_debit","588.23","GBP","TFR","Credit","Information","3752.25","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-07-13T00:00:00.000Z","other_debit","3220.79","GBP","TFR","Credit","Information","531.46","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-08-07T00:00:00.000Z","other_credit","26169.37","GBP","TFR","Credit","Information","26700.83","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-08-11T00:00:00.000Z","other_debit","1153.59","GBP","TFR","Credit","Information","25547.24","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-09-05T00:00:00.000Z","other_debit","5193.45","GBP","TFR","Credit","Information","20353.79","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-09-13T00:00:00.000Z","other_credit","27735.69","GBP","TFR","Credit","Information","48089.48","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-09-14T00:00:00.000Z","other_credit","6500.98","GBP","TFR","Credit","Information","54590.46","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-10-01T00:00:00.000Z","other_debit","4285.35","GBP","TFR","Credit","Information","50305.11","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-10-01T00:00:00.000Z","other_debit","3060.84","GBP","TFR","Credit","Information","47244.27","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-10-06T00:00:00.000Z","old_age_pension","4997.67","GBP","TFR","Credit","Information","52241.94","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-10-07T00:00:00.000Z","other_debit","30374.61","GBP","TFR","Credit","Information","21867.33","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-10-08T00:00:00.000Z","household","12637.77","GBP","TFR","Credit","Information","9229.56","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-10-08T00:00:00.000Z","other_credit","7454.74","GBP","TFR","Credit","Information","16684.30","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-10-10T00:00:00.000Z","insurance_payment","33.15","GBP","TFR","Credit","Information","16651.15","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-10-14T00:00:00.000Z","other_credit","4871.61","GBP","TFR","Credit","Information","21522.76","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-10-24T00:00:00.000Z","other_debit","2126.25","GBP","TFR","Credit","Information","19396.51","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-10-26T00:00:00.000Z","other_credit","6283.75","GBP","TFR","Credit","Information","25680.26","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-10-27T00:00:00.000Z","other_debit","1902.56","GBP","TFR","Credit","Information","23777.70","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-10-28T00:00:00.000Z","interest_credited","270.27","GBP","TFR","Credit","Information","24047.97","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-10-28T00:00:00.000Z","interest_credited","94.35","GBP","TFR","Credit","Information","24142.32","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-10-28T00:00:00.000Z","interest_credited","92.95","GBP","TFR","Credit","Information","24235.27","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","1279.44","GBP","TFR","Credit","Information","22955.83","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-11-01T00:00:00.000Z","other_debit","743.68","GBP","TFR","Credit","Information","22212.15","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-11-09T00:00:00.000Z","other_debit","1639.35","GBP","TFR","Credit","Information","20572.80","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-11-12T00:00:00.000Z","other_debit","6739.64","GBP","TFR","Credit","Information","13833.16","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-11-24T00:00:00.000Z","other_debit","3454.16","GBP","TFR","Credit","Information","10379.00","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-11-25T00:00:00.000Z","other_debit","2905.38","GBP","TFR","Credit","Information","7473.62","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-11-28T00:00:00.000Z","interest_credited","25.81","GBP","TFR","Credit","Information","7499.43","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-11-28T00:00:00.000Z","other_debit","7144.18","GBP","TFR","Credit","Information","355.25","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-11-30T00:00:00.000Z","payment_for_statement","16.36","GBP","TFR","Credit","Information","338.89","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-12-05T00:00:00.000Z","other_credit","6880.23","GBP","TFR","Credit","Information","7219.12","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-12-06T00:00:00.000Z","old_age_pension","4997.67","GBP","TFR","Credit","Information","12216.79","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-12-08T00:00:00.000Z","other_credit","14281.02","GBP","TFR","Credit","Information","26497.81","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Debit","Booked","2017-12-08T00:00:00.000Z","other_debit","20394.83","GBP","TFR","Credit","Information","6102.98","GBP"
"7c8fe14e-833a-4e7a-86e9-250683a3cba7","Credit","Booked","2017-12-12T00:00:00.000Z","other_credit","47962.41","GBP","TFR","Credit","Information","54065.39","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-01-01T00:00:00.000Z","other_debit","539.27","GBP","TFR","Credit","Information","5646.77","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-01-09T00:00:00.000Z","other_credit","35225.83","GBP","TFR","Credit","Information","40872.60","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-01-12T00:00:00.000Z","loan_payment","3268.98","GBP","TFR","Credit","Information","37603.62","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-01-12T00:00:00.000Z","other_debit","1892.62","GBP","TFR","Credit","Information","35711.00","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-01-13T00:00:00.000Z","other_credit","18520.36","GBP","TFR","Credit","Information","54231.36","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-01-31T00:00:00.000Z","payment_for_statement","11.44","GBP","TFR","Credit","Information","54219.92","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-02-08T00:00:00.000Z","household","1862.56","GBP","TFR","Credit","Information","52357.36","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-02-09T00:00:00.000Z","other_debit","10283.67","GBP","TFR","Credit","Information","42073.69","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-02-09T00:00:00.000Z","other_credit","72944.69","GBP","TFR","Credit","Information","115018.38","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-02-10T00:00:00.000Z","other_debit","752.35","GBP","TFR","Credit","Information","114266.03","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-02-12T00:00:00.000Z","household","3067.20","GBP","TFR","Credit","Information","111198.83","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-03-09T00:00:00.000Z","other_credit","5184.70","GBP","TFR","Credit","Information","116383.53","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-03-12T00:00:00.000Z","other_debit","2198.57","GBP","TFR","Credit","Information","114184.96","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-03-15T00:00:00.000Z","other_credit","184.12","GBP","TFR","Credit","Information","114369.08","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-03-16T00:00:00.000Z","other_debit","269.44","GBP","TFR","Credit","Information","114099.64","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-03-21T00:00:00.000Z","other_debit","576.71","GBP","TFR","Credit","Information","113522.93","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-03-24T00:00:00.000Z","other_debit","3055.43","GBP","TFR","Credit","Information","110467.50","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-04-01T00:00:00.000Z","other_debit","872.87","GBP","TFR","Credit","Information","109594.63","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-04-01T00:00:00.000Z","other_debit","453.49","GBP","TFR","Credit","Information","109141.14","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-04-06T00:00:00.000Z","other_debit","5943.64","GBP","TFR","Credit","Information","103197.50","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-04-07T00:00:00.000Z","other_debit","9710.08","GBP","TFR","Credit","Information","93487.42","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-04-07T00:00:00.000Z","household","8781.59","GBP","TFR","Credit","Information","84705.83","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-04-12T00:00:00.000Z","household","4951.91","GBP","TFR","Credit","Information","79753.92","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-04-15T00:00:00.000Z","other_debit","338.54","GBP","TFR","Credit","Information","79415.38","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-05-07T00:00:00.000Z","other_debit","1400.27","GBP","TFR","Credit","Information","78015.11","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-05-09T00:00:00.000Z","insurance_payment","44766.97","GBP","TFR","Credit","Information","33248.14","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-05-11T00:00:00.000Z","other_debit","4174.20","GBP","TFR","Credit","Information","29073.94","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-05-28T00:00:00.000Z","other_debit","3981.38","GBP","TFR","Credit","Information","25092.56","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-05-28T00:00:00.000Z","payment_for_statement","11.44","GBP","TFR","Credit","Information","25081.12","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-06-16T00:00:00.000Z","other_debit","16266.94","GBP","TFR","Credit","Information","8814.18","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-07-01T00:00:00.000Z","other_credit","13922.70","GBP","TFR","Credit","Information","22736.88","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-07-01T00:00:00.000Z","other_debit","7849.53","GBP","TFR","Credit","Information","14887.35","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-07-08T00:00:00.000Z","other_credit","1619.88","GBP","TFR","Credit","Information","16507.23","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-07-08T00:00:00.000Z","old_age_pension","4244.35","GBP","TFR","Credit","Information","20751.58","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-07-12T00:00:00.000Z","other_credit","13136.30","GBP","TFR","Credit","Information","33887.88","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-07-17T00:00:00.000Z","other_credit","21670.61","GBP","TFR","Credit","Information","55558.49","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-07-25T00:00:00.000Z","other_debit","2667.66","GBP","TFR","Credit","Information","52890.83","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-07-26T00:00:00.000Z","other_debit","1626.72","GBP","TFR","Credit","Information","51264.11","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-07-31T00:00:00.000Z","interest_credited","211.84","GBP","TFR","Credit","Information","51475.95","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-07-31T00:00:00.000Z","payment_for_statement","11.44","GBP","TFR","Credit","Information","51464.51","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-08-01T00:00:00.000Z","other_debit","1332.01","GBP","TFR","Credit","Information","50132.50","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-08-01T00:00:00.000Z","other_debit","1419.57","GBP","TFR","Credit","Information","48712.93","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-08-04T00:00:00.000Z","other_debit","519.93","GBP","TFR","Credit","Information","48193.00","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-08-10T00:00:00.000Z","household","4801.74","GBP","TFR","Credit","Information","43391.26","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-09-09T00:00:00.000Z","other_debit","1832.18","GBP","TFR","Credit","Information","41559.08","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-09-10T00:00:00.000Z","other_credit","29393.65","GBP","TFR","Credit","Information","70952.73","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-09-13T00:00:00.000Z","other_debit","2873.32","GBP","TFR","Credit","Information","68079.41","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Debit","Booked","2017-09-23T00:00:00.000Z","other_debit","1620.24","GBP","TFR","Credit","Information","66459.17","GBP"
"968cfea9-dca7-4552-9ac0-231d93d99a3f","Credit","Booked","2017-09-24T00:00:00.000Z","other_credit","656.38","GBP","TFR","Credit","Information","67115.55","GBP"
